SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00002750,8b2,Hard-Pressed Rented Terraces,95NN18S1,Quoile 1,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3765
N00002751,7a1,Transitional Eastern European Neighbourhoods,95NN18S1,Quoile 1,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3766
N00002752,1b3,Ageing Rural Flat Tenants,95NN18S1,Quoile 1,5e,Primary sector workers,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3767
N00002753,6a2,Comfortable Suburbia,95NN18S2,Quoile 2,2a,Ageing rural neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3768
N00002754,1a1,Rural Workers and Families,95NN18S2,Quoile 2,2a,Ageing rural neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3769
N00002755,1c3,Detached Rural Retirement,95NN18S2,Quoile 2,2a,Ageing rural neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3770
N00002756,6a3,Detached Retirement Living,95NN19S1,Saintfield 1,5c,Comfortable neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3771
N00002757,5b3,Self-Sufficient Retirement,95NN19S1,Saintfield 1,5c,Comfortable neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3772
N00002758,8c2,Ageing Rural Industry Workers,95NN19S1,Saintfield 1,5c,Comfortable neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3773
N00002900,8a2,Industrious Hardship,95OO20W1,Moygashel,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3774
N00002759,8a1,Industrious Transitions,95NN19S1,Saintfield 1,5c,Comfortable neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3775
N00002760,6b3,Semi-Detached Ageing,95NN19S1,Saintfield 1,5c,Comfortable neighbourhoods,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3776
N00002761,5b3,Self-Sufficient Retirement,95NN19S2,Saintfield 2,2b,Prospering countryside life,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3777
N00002762,1a1,Rural Workers and Families,95NN19S2,Saintfield 2,2b,Prospering countryside life,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3778
N00002763,1a2,Established Farming Communities,95NN19S2,Saintfield 2,2b,Prospering countryside life,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3779
N00002764,1b2,Rural White-Collar Workers,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3780
N00002765,1a1,Rural Workers and Families,95NN20W1,Seaforde,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3781
N00002683,1a1,Rural Workers and Families,95NN09S1,Derryboy 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3782
N00002684,1a2,Established Farming Communities,95NN09S1,Derryboy 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3783
N00002685,1a1,Rural Workers and Families,95NN09S1,Derryboy 1,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3784
N00002686,1a1,Rural Workers and Families,95NN09S2,Derryboy 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3785
N00002687,1b1,Rural Life,95NN09S2,Derryboy 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3786
N00002688,1c3,Detached Rural Retirement,95NN09S2,Derryboy 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3787
N00002689,8a1,Industrious Transitions,95NN09S2,Derryboy 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3788
N00002690,5b2,Communal Retirement,95NN10S1,Donard 1,5a,Ageing urban communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3789
N00002691,6a2,Comfortable Suburbia,95NN10S1,Donard 1,5a,Ageing urban communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3790
N00002692,1b3,Ageing Rural Flat Tenants,95NN10S1,Donard 1,5a,Ageing urban communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3791
N00002693,7d3,Retired Communal City Dwellers,95NN10S1,Donard 1,5a,Ageing urban communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3792
N00002694,1a4,Older Farming Communities,95NN10S1,Donard 1,5a,Ageing urban communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3793
N00002695,6b2,White Suburban Communities,95NN10S2,Donard 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3794
N00002696,6b2,White Suburban Communities,95NN10S2,Donard 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3795
N00002697,6b4,Older Workers and Retirement,95NN10S2,Donard 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3796
N00002698,5b3,Self-Sufficient Retirement,95NN10S2,Donard 2,8c,Comfortable suburbia,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3797
N00002699,8a1,Industrious Transitions,95NN11S1,Drumaness 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3798
N00002700,1b1,Rural Life,95NN11S1,Drumaness 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3799
N00002701,1a1,Rural Workers and Families,95NN11S1,Drumaness 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3800
N00002702,8a1,Industrious Transitions,95NN11S1,Drumaness 1,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3801
N00002703,1a1,Rural Workers and Families,95NN11S2,Drumaness 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3802
N00003574,1a1,Rural Workers and Families,95TT08W1,Lecumpher,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3803
N00002704,1a2,Established Farming Communities,95NN11S2,Drumaness 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3804
N00002705,1a1,Rural Workers and Families,95NN11S2,Drumaness 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3805
N00002706,1a1,Rural Workers and Families,95NN11S2,Drumaness 2,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3806
N00002707,1a2,Established Farming Communities,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3807
N00002708,8c3,Renting Hard-Pressed Workers,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3808
N00002709,1b2,Rural White-Collar Workers,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3809
N00002710,8a1,Industrious Transitions,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3810
N00002711,5b3,Self-Sufficient Retirement,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3811
N00002712,1a1,Rural Workers and Families,95NN12W1,Dundrum,2d,Rural traits,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3812
N00002713,1b1,Rural Life,95NN13W1,Dunmore,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3813
N00002714,1a1,Rural Workers and Families,95NN13W1,Dunmore,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3814
N00002715,1a1,Rural Workers and Families,95NN13W1,Dunmore,2c,Remoter communities,N09000010,"Newry, Mourne and Down",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3815
N00002901,8c2,Ageing Rural Industry Workers,95OO20W1,Moygashel,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3816
N00003575,1a1,Rural Workers and Families,95TT09S1,Lower Glenshane 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3817
N00003576,1a1,Rural Workers and Families,95TT09S1,Lower Glenshane 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3818
N00003577,1b1,Rural Life,95TT09S1,Lower Glenshane 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3819
N00003578,1a1,Rural Workers and Families,95TT09S2,Lower Glenshane 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3820
N00003579,1a1,Rural Workers and Families,95TT09S2,Lower Glenshane 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3821
N00003580,6b2,White Suburban Communities,95TT09S2,Lower Glenshane 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3822
N00003581,8c2,Ageing Rural Industry Workers,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3823
N00003582,8a1,Industrious Transitions,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3824
N00003583,8a1,Industrious Transitions,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3825
N00003584,8a2,Industrious Hardship,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3826
N00003585,8c2,Ageing Rural Industry Workers,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3827
N00003586,8c2,Ageing Rural Industry Workers,95TT10W1,Maghera,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3828
N00003587,1a1,Rural Workers and Families,95TT11S1,Swatragh 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3829
N00003588,1a1,Rural Workers and Families,95TT11S1,Swatragh 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3830
N00003589,1b1,Rural Life,95TT11S1,Swatragh 1,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3831
N00003590,1a1,Rural Workers and Families,95TT11S2,Swatragh 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3832
N00003591,1a1,Rural Workers and Families,95TT11S2,Swatragh 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3833
N00003592,1b1,Rural Life,95TT11S2,Swatragh 2,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3834
N00003593,1a1,Rural Workers and Families,95TT12W1,Tobermore,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3835
N00003594,1b1,Rural Life,95TT12W1,Tobermore,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3836
N00003595,1b3,Ageing Rural Flat Tenants,95TT12W1,Tobermore,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3837
N00003596,1a1,Rural Workers and Families,95TT12W1,Tobermore,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3838
N00003597,1a1,Rural Workers and Families,95TT12W1,Tobermore,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3839
N00003598,6b3,Semi-Detached Ageing,95TT13S1,Town Parks East 1,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3840
N00003599,1b1,Rural Life,95TT13S1,Town Parks East 1,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3841
N00003600,8c2,Ageing Rural Industry Workers,95TT13S1,Town Parks East 1,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3842
N00003601,6b3,Semi-Detached Ageing,95TT13S1,Town Parks East 1,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3843
N00003602,8d3,Hard-Pressed European Settlers,95TT13S2,Town Parks East 2,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3844
N00003603,5a1,White Professionals,95TT13S2,Town Parks East 2,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3845
N00003604,8c2,Ageing Rural Industry Workers,95TT13S2,Town Parks East 2,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3846
N00003605,8d3,Hard-Pressed European Settlers,95TT13S2,Town Parks East 2,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3847
N00003606,6b3,Semi-Detached Ageing,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3848
N00003607,1b1,Rural Life,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3849
N00003608,8a1,Industrious Transitions,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3850
N00003609,8a1,Industrious Transitions,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3851
N00003610,8c2,Ageing Rural Industry Workers,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3852
N00003611,7a1,Transitional Eastern European Neighbourhoods,95TT14W1,Town Parks West,5e,Primary sector workers,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3853
N00003612,1a1,Rural Workers and Families,95TT15W1,Upperlands,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3854
N00002902,5a3,Families in Terraces and Flats,95OO21W1,Mullaghmore,3d,Households in terraces and flats,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3855
N00002903,4a2,Social Renting New Arrivals,95OO21W1,Mullaghmore,3d,Households in terraces and flats,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3856
N00002904,1b2,Rural White-Collar Workers,95OO21W1,Mullaghmore,3d,Households in terraces and flats,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3857
N00002905,1b1,Rural Life,95OO21W1,Mullaghmore,3d,Households in terraces and flats,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3858
N00002906,6b1,Multi-Ethnic Suburbia,95OO21W1,Mullaghmore,3d,Households in terraces and flats,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3859
N00002907,1a1,Rural Workers and Families,95OO22W1,Washing Bay,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3860
N00002908,1b1,Rural Life,95OO22W1,Washing Bay,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3861
N00002909,1a1,Rural Workers and Families,95OO22W1,Washing Bay,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3862
N00002910,1a1,Rural Workers and Families,95OO22W1,Washing Bay,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3863
N00002911,1a1,Rural Workers and Families,95OO22W1,Washing Bay,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3864
N00003527,1a1,Rural Workers and Families,95TT01W1,Ballymaguigan,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3865
N00003528,1a1,Rural Workers and Families,95TT01W1,Ballymaguigan,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3866
N00003529,1b1,Rural Life,95TT01W1,Ballymaguigan,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3867
N00003530,1a1,Rural Workers and Families,95TT01W1,Ballymaguigan,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3868
N00003531,1a2,Established Farming Communities,95TT01W1,Ballymaguigan,2c,Remoter communities,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3869
N00003532,6a2,Comfortable Suburbia,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3870
N00003533,1b1,Rural Life,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3871
N00003534,8c2,Ageing Rural Industry Workers,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3872
N00003535,1a1,Rural Workers and Families,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3873
N00003536,1a1,Rural Workers and Families,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3874
N00003537,8a2,Industrious Hardship,95TT02W1,Bellaghy,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3875
N00003538,1b1,Rural Life,95TT03S1,Castledawson 1,5d,Endeavouring social renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3876
N00003539,1b1,Rural Life,95TT03S1,Castledawson 1,5d,Endeavouring social renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3877
N00003540,8a1,Industrious Transitions,95TT03S1,Castledawson 1,5d,Endeavouring social renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3878
N00003541,8a2,Industrious Hardship,95TT03S1,Castledawson 1,5d,Endeavouring social renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3879
N00003542,8c2,Ageing Rural Industry Workers,95TT03S1,Castledawson 1,5d,Endeavouring social renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3880
N00003543,5a1,White Professionals,95TT03S2,Castledawson 2,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3881
N00003544,1c1,Rural Employment and Retirees,95TT03S2,Castledawson 2,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3882
N00003545,1a1,Rural Workers and Families,95TT03S2,Castledawson 2,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3883
N00003546,1b1,Rural Life,95TT03S2,Castledawson 2,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3884
N00003547,1b3,Ageing Rural Flat Tenants,95TT04W1,Draperstown,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3885
N00003548,8c2,Ageing Rural Industry Workers,95TT04W1,Draperstown,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3886
N00003549,1a1,Rural Workers and Families,95TT04W1,Draperstown,2d,Rural traits,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3887
N00003550,6b2,White Suburban Communities,95TT05S1,Glebe 1 (Magherafelt LGD),8c,Comfortable suburbia,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3888
N00003551,5a1,White Professionals,95TT05S1,Glebe 1 (Magherafelt LGD),8c,Comfortable suburbia,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3889
N00003552,5a1,White Professionals,95TT05S1,Glebe 1 (Magherafelt LGD),8c,Comfortable suburbia,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3890
N00003553,1a1,Rural Workers and Families,95TT05S1,Glebe 1 (Magherafelt LGD),8c,Comfortable suburbia,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3891
N00003554,8c2,Ageing Rural Industry Workers,95TT05S2,Glebe 2 (Magherafelt LGD),4b,Constrained renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3892
N00003555,7a1,Transitional Eastern European Neighbourhoods,95TT05S2,Glebe 2 (Magherafelt LGD),4b,Constrained renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3893
N00003556,8d3,Hard-Pressed European Settlers,95TT05S2,Glebe 2 (Magherafelt LGD),4b,Constrained renters,N09000009,Mid Ulster,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,3894
